Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT018,2615.8127891932
NCE42,OUT010,725.4110586639
FDO23,OUT046,1527.4719012548
NCE30,OUT018,3176.7944296857
FDQ22,OUT035,729.3244131058
FDY01,OUT045,1899.5276406247
FDS08,OUT017,2883.5099792924
FDG28,OUT018,3483.0029707712
FDQ51,OUT018,730.1286653736
FDB05,OUT017,3972.2108681712
FDO56,OUT049,1899.5276406247
FDE02,OUT018,1325.8966940204
FDN45,OUT017,3703.0078574181
FDS09,OUT013,832.0661853521
NCA54,OUT018,2701.4898782279
FDP09,OUT010,600.8519180471
FDC53,OUT045,1551.2999285008
NCM55,OUT017,3126.1495756466
FDL09,OUT018,2495.442522444
FDA11,OUT019,310.8160833104
FDA50,OUT045,1537.377824182
FDC23,OUT017,2884.6674182974
FDE22,OUT049,2617.1073467564
FDD23,OUT046,3126.1495756466
NCA29,OUT049,2871.4647311734
FDK38,OUT046,2478.4238348013
DRC13,OUT046,2067.6284184098
NCP43,OUT049,2892.926707703
FDX28,OUT049,1618.2964576518
FDF08,OUT049,1432.4258567645
FDZ33,OUT046,2478.4238348013
FDD10,OUT049,2878.7835859717
FDO58,OUT017,2632.887116444
FDI50,OUT017,3868.1910772352
FDO58,OUT045,2652.227531581
FDX08,OUT013,2902.8984802842
NCK17,OUT010,152.6207549787
FDF39,OUT035,4021.6763952259
FDU45,OUT010,383.4993107569
NCJ18,OUT018,1749.3664081239
DRC27,OUT019,627.9217956035
DRC25,OUT035,1391.0571571336
FDU59,OUT035,2610.6238159253
FDU28,OUT035,3127.3070146517
NCP30,OUT046,747.495430114
FDB39,OUT018,850.8008839625
FDE41,OUT013,1357.5955671589
DRH11,OUT010,227.5762190379
FDA58,OUT045,3815.4300175461
FDU50,OUT046,1899.5276406247
FDM34,OUT013,2094.8424105543
FDM44,OUT027,2620.2568767718
FDR39,OUT045,3095.7542214647
FDM25,OUT045,2864.9812003423
FDQ49,OUT049,2527.926652604
DRH25,OUT018,764.7252884084
FDM09,OUT027,4636.6184476498
FDL44,OUT019,448.8702453647
NCR42,OUT018,602.6030101833
DRL59,OUT046,863.1501555574
FDX43,OUT013,2700.1357353252
DRK47,OUT010,591.5325119979
FDU48,OUT018,1923.7493112425
FDY12,OUT045,836.2855308965
NCN43,OUT018,1867.0425780173
NCM55,OUT018,2917.9804858218
FDQ21,OUT027,3169.2297068715
FDX13,OUT035,4036.6182394639
NCK30,OUT027,5822.2695937566
FDG20,OUT049,2871.4647311734
DRG27,OUT017,762.0620296743
FDY14,OUT018,3693.0955972326
FDP59,OUT035,1620.5621373761
FDU60,OUT017,2708.0536620988
NCC18,OUT019,503.0909577778
DRJ39,OUT017,3481.2849993579
FDS07,OUT049,1899.5276406247
FDM08,OUT027,5649.3320997419
FDP51,OUT045,2006.7668537839
FDU16,OUT035,1370.9306139315
FDH12,OUT013,1647.5204965701
DRE48,OUT010,548.710130188
NCL42,OUT027,5870.6295065361
FDR21,OUT045,2872.3000551406
NCW29,OUT035,2124.335151635
FDO11,OUT013,4021.6763952259
NCM31,OUT049,2167.8326913387
FDV35,OUT019,423.9342861082
FDF58,OUT017,994.9848770815
NCE43,OUT049,2732.565183955
FDA02,OUT035,2478.4238348013
DRL37,OUT010,152.6207549787
FDR24,OUT018,1300.7923233297
FDW59,OUT049,1391.0571571336
FDS22,OUT049,747.495430114
FDW24,OUT017,838.8266731206
FDU24,OUT035,1551.2999285008
FDA21,OUT027,5131.8734565117
FDH58,OUT027,2984.6982542414
FDW36,OUT018,1545.379704216
FDI45,OUT027,4636.6184476498
FDU01,OUT018,2863.7244231569
FDF35,OUT027,2620.2568767718
FDU43,OUT019,621.2496173046
FDE24,OUT019,373.32309283
FDK50,OUT049,2661.8666890969
FDG31,OUT045,1086.2157247938
FDC60,OUT045,1432.4258567645
FDL36,OUT013,1402.9331156838
FDP21,OUT013,3119.3890878781
FDW16,OUT045,1432.4258567645
FDX02,OUT017,3715.4003247757
FDQ58,OUT027,3737.4700618994
FDT51,OUT046,1796.4189833361
FDD59,OUT049,1325.5126209372
NCM42,OUT018,1545.379704216
FDA57,OUT018,620.7740271915
FDZ48,OUT035,1846.1686607444
FDE46,OUT045,2478.4238348013
NCZ30,OUT019,401.9333249336
FDB56,OUT017,3126.1495756466
FDA25,OUT027,2620.2568767718
FDD20,OUT013,2038.1356773291
FDL25,OUT013,1497.9791601741
NCO18,OUT049,2871.4647311734
FDJ45,OUT017,743.891012666
FDR12,OUT035,2864.9812003423
NCF19,OUT010,214.8336607118
FDK25,OUT046,2726.0816531239
NCR17,OUT046,1899.5276406247
FDC52,OUT046,2478.4238348013
NCA54,OUT017,2909.6589680528
FDR45,OUT010,705.879073259
NCM19,OUT049,1899.5276406247
FDF39,OUT027,5881.1086671456
FDX23,OUT049,1551.2999285008
FDD58,OUT027,2620.2568767718
FDX28,OUT013,1647.5204965701
NCD31,OUT013,2625.8904171851
FDU57,OUT018,2276.5401758821
FDI27,OUT046,747.495430114
NCM42,OUT046,1677.0132376508
FDD32,OUT027,2168.3863585467
FDI34,OUT013,3797.0232181739
NCM29,OUT049,2130.8186824661
FDG46,OUT018,1720.2178637982
DRC01,OUT010,214.8336607118
FDB15,OUT027,5882.5006050209
NCA17,OUT027,3737.4700618994
FDF10,OUT046,2478.4238348013
FDR26,OUT027,4714.4740659417
FDI02,OUT049,1846.1686607444
NCM54,OUT010,419.9340829954
FDF14,OUT013,2448.9310937206
FDJ33,OUT010,402.7054861298
FDM20,OUT035,3893.3872952015
FDC03,OUT027,5206.5694726613
NCX05,OUT046,1899.5276406247
NCM41,OUT027,2456.258934388
NCU29,OUT010,444.8350063394
FDQ59,OUT017,1364.3560549275
FDH46,OUT010,419.6652598892
FDH09,OUT013,832.0661853521
NCD06,OUT045,828.2289224543
FDC15,OUT035,2478.4238348013
DRD37,OUT027,1118.1710701135
FDT28,OUT027,3737.4700618994
FDR28,OUT027,4070.8478351795
FDT38,OUT017,1364.3560549275
FDV34,OUT027,2065.5798068542
FDY52,OUT035,1013.5732633761
FDB34,OUT013,1357.5955671589
DRL23,OUT018,1545.379704216
DRB24,OUT046,2478.4238348013
FDJ50,OUT046,905.6061785661
FDQ49,OUT035,2478.4238348013
FDP20,OUT035,2067.6284184098
FDV19,OUT027,3951.512516464
NCR54,OUT045,3126.1495756466
FDO09,OUT010,756.1082813625
FDS57,OUT018,1959.4655015884
FDN10,OUT049,1899.5276406247
FDV23,OUT049,2086.2092533093
FDY28,OUT049,3473.0611848212
DRG51,OUT013,2625.8904171851
FDD45,OUT019,310.8160833104
NCL18,OUT027,5176.1741184793
NCM29,OUT013,2094.8424105543
FDF17,OUT027,5043.3826596193
FDE22,OUT017,2632.6509049537
FDQ22,OUT017,743.891012666
FDS01,OUT013,2902.8984802842
FDW35,OUT027,1118.1710701135
FDJ33,OUT046,2067.6284184098
NCF54,OUT035,2866.1386393473
FDE09,OUT013,1647.5204965701
NCE06,OUT045,2655.3831582658
DRH49,OUT049,1325.5126209372
FDY43,OUT045,2772.2923318196
NCT05,OUT017,3962.8373218369
FDZ34,OUT045,3126.1495756466
FDL38,OUT017,1364.3560549275
FDZ31,OUT017,3126.1495756466
FDR14,OUT035,961.9469543996
NCN54,OUT049,1325.5126209372
NCC42,OUT027,3227.913898148
FDK08,OUT017,1595.5642043397
FDP59,OUT013,1591.0693962954
FDV22,OUT035,2610.6238159253
FDD33,OUT035,3815.4300175461
DRE60,OUT027,5925.9424779788
FDK52,OUT046,3773.3883517605
FDA02,OUT017,2455.6915814891
FDM56,OUT049,1677.0132376508
FDE57,OUT035,2161.3491605076
FDM32,OUT045,1391.0571571336
NCQ30,OUT027,3101.1543197477
FDQ27,OUT027,2553.1226797217
FDT60,OUT027,3169.2297068715
FDU43,OUT049,3869.4754718507
NCO55,OUT035,1677.0132376508
FDG02,OUT045,3070.7360739767
FDJ28,OUT013,3119.3890878781
FDP40,OUT045,1796.4189833361
FDJ38,OUT045,3126.1495756466
NCC54,OUT017,3816.3512450608
NCZ41,OUT046,2079.7257224782
FDK38,OUT019,423.9342861082
FDU52,OUT013,2448.9310937206
FDC40,OUT046,1222.7060692447
NCR30,OUT017,1182.8431371727
NCN18,OUT017,1773.6867300239
FDB50,OUT035,1325.5126209372
FDG04,OUT013,3105.7069618624
FDR26,OUT035,2847.401748053
NCT17,OUT018,2917.9804858218
FDX35,OUT027,5795.6146358839
FDS12,OUT046,2079.7257224782
NCZ29,OUT027,3214.5384739908
FDB38,OUT010,469.7709655959
FDP12,OUT013,737.1305248975
FDP22,OUT046,836.2855308965
FDS26,OUT018,3607.0517626813
FDR52,OUT046,3126.1495756466
DRJ13,OUT046,2655.3831582658
FDU48,OUT027,3227.913898148
FDE29,OUT035,1013.5732633761
NCT29,OUT049,2074.1119492409
DRK37,OUT018,2917.9804858218
FDK55,OUT046,1391.0571571336
FDR07,OUT046,1494.8488282261
FDO21,OUT027,5264.0417838769
FDK46,OUT049,4043.1017702951
FDB12,OUT045,1677.0132376508
FDT31,OUT027,5046.0646006599
FDJ33,OUT045,2067.6284184098
FDC26,OUT027,2858.8019857594
NCQ02,OUT045,3070.7360739767
FDP08,OUT010,542.037951889
FDB11,OUT027,5801.6010594353
FDV55,OUT013,2448.9310937206
FDW20,OUT049,2017.6608489663
NCJ18,OUT019,401.9333249336
FDC41,OUT018,1133.5583624764
FDE14,OUT027,2620.2568767718
FDG35,OUT013,2752.188828087
FDF45,OUT035,961.9469543996
FDS19,OUT027,2168.3863585467
FDS58,OUT019,447.0892526834
FDA26,OUT017,3715.4003247757
FDM32,OUT049,1391.0571571336
FDL45,OUT046,2079.7257224782
FDZ55,OUT049,2617.1073467564
FDY37,OUT049,2167.8326913387
FDO46,OUT046,3126.1495756466
FDQ60,OUT046,1909.1401262715
FDA19,OUT018,1923.7493112425
FDL15,OUT046,2478.4238348013
FDM10,OUT018,3159.4225882216
NCL05,OUT017,762.0620296743
DRK49,OUT010,152.6207549787
NCE18,OUT027,5822.2695937566
FDG40,OUT049,729.3244131058
DRI59,OUT045,3715.4003247757
FDK28,OUT035,4036.6182394639
NCD06,OUT019,197.4020236802
FDO11,OUT019,806.0241820405
FDK27,OUT046,1909.1401262715
FDT43,OUT027,1372.3056353791
FDD38,OUT018,1545.379704216
FDA16,OUT049,3503.1796484994
FDL14,OUT027,3737.4700618994
NCM17,OUT049,747.495430114
FDD20,OUT045,2067.6284184098
FDA40,OUT045,1391.0571571336
FDL43,OUT045,1325.5126209372
FDV15,OUT045,1677.0132376508
FDE52,OUT046,1432.4258567645
NCL17,OUT010,394.2238130612
NCJ31,OUT045,3785.0346633641
FDR60,OUT045,1325.5126209372
NCA18,OUT035,1899.5276406247
FDS21,OUT027,1825.8938239478
FDW09,OUT035,1325.5126209372
FDL26,OUT035,2478.4238348013
FDS47,OUT018,1287.1236825088
FDC39,OUT046,3495.1492715402
FDT51,OUT035,1796.4189833361
FDK40,OUT035,4036.6182394639
NCG19,OUT045,3785.0346633641
FDZ07,OUT046,1013.5732633761
FDF08,OUT027,2365.3216504754
FDO04,OUT013,936.5980803364
FDK41,OUT018,1290.3276512542
FDP15,OUT049,3978.6943990023
NCD43,OUT018,1545.379704216
NCP18,OUT013,2448.9310937206
FDZ51,OUT046,1527.4719012548
DRH13,OUT035,1677.0132376508
FDF38,OUT045,747.495430114
NCI43,OUT045,836.2855308965
FDM38,OUT027,1637.0223549941
FDS03,OUT013,1065.2139554103
DRJ47,OUT017,2846.9532093171
FDT50,OUT010,355.5448307875
FDV02,OUT046,2864.9812003423
NCG18,OUT017,1654.2809843386
FDW52,OUT046,2655.3831582658
FDS40,OUT035,729.3244131058
FDN31,OUT017,3126.1495756466
FDA37,OUT045,2067.6284184098
FDA15,OUT046,4036.6182394639
FDL39,OUT046,2909.6589680528
FDJ53,OUT045,2067.6284184098
FDX22,OUT013,3501.9386901343
NCZ42,OUT045,3837.9737935315
FDD56,OUT027,4636.6184476498
FDD40,OUT017,3127.3070146517
FDS50,OUT013,3708.6398370072
NCN14,OUT013,3088.9937336962
FDT15,OUT013,3119.3890878781
NCS18,OUT027,2620.2568767718
NCO26,OUT010,447.871920228
FDF58,OUT018,902.427192939
NCB19,OUT013,1357.5955671589
FDH26,OUT017,2138.6169071954
DRB24,OUT027,3737.4700618994
FDA49,OUT018,1271.798370785
FDB32,OUT045,1551.2999285008
FDI36,OUT017,3126.1495756466
NCA17,OUT010,444.8350063394
FDH22,OUT013,2038.1356773291
NCM26,OUT018,2258.0108954129
FDT15,OUT027,5131.8734565117
FDB16,OUT018,1271.798370785
NCP54,OUT027,3169.2297068715
FDJ36,OUT013,1647.5204965701
FDO28,OUT045,1909.1401262715
FDU09,OUT013,936.5980803364
FDF29,OUT017,2056.9934691661
FDY08,OUT013,2094.8424105543
DRJ59,OUT018,602.6030101833
FDT23,OUT027,2168.3863585467
FDU15,OUT018,602.6030101833
FDT47,OUT013,1521.8071874201
FDI53,OUT019,459.02629657
FDR59,OUT018,3647.0705489863
FDD53,OUT035,747.495430114
FDY51,OUT017,3496.6961176683
FDT04,OUT049,729.3244131058
FDU51,OUT049,2841.0693769915
FDG14,OUT035,2478.4238348013
NCU06,OUT045,3787.5314734918
DRG25,OUT046,3126.1495756466
DRH49,OUT035,1391.0571571336
FDN15,OUT035,2124.335151635
FDL43,OUT018,1115.0290820072
NCT18,OUT049,3132.6331064778
NCB31,OUT013,3884.8800441814
FDK57,OUT035,1899.5276406247
FDY04,OUT019,459.02629657
NCP54,OUT046,2067.6284184098
FDF41,OUT013,3815.4300175461
FDM01,OUT045,1677.0132376508
FDW03,OUT045,1677.0132376508
FDF28,OUT045,2067.6284184098
FDY37,OUT017,2138.6169071954
FDQ03,OUT017,3828.9799239088
FDP51,OUT027,3083.5204850105
FDJ40,OUT017,1773.6867300239
FDC32,OUT049,1527.4719012548
DRI49,OUT027,2213.804351541
NCW54,OUT017,943.358568105
FDF09,OUT017,743.891012666
FDP45,OUT018,3647.0705489863
DRJ23,OUT018,2919.1379248269
FDS59,OUT017,1773.6867300239
FDY08,OUT046,2124.335151635
FDX16,OUT049,2484.9073656324
FDY16,OUT018,2937.6672052961
FDK32,OUT035,2478.4238348013
FDQ22,OUT013,755.3015419058
NCC31,OUT018,2258.0108954129
FDG58,OUT049,2484.9073656324
DRF48,OUT013,3119.3890878781
DRH36,OUT049,1156.1755676329
NCR30,OUT035,1222.7060692447
FDB03,OUT019,637.0903435489
FDZ28,OUT027,3214.5384739908
FDR35,OUT017,3163.04904104
DRD15,OUT027,5939.4923843415
FDJ33,OUT019,381.8047658986
FDA56,OUT010,422.8340451648
FDP56,OUT046,836.2855308965
NCT30,OUT046,836.2855308965
FDK15,OUT017,1595.5642043397
FDH44,OUT018,2258.0108954129
FDV01,OUT013,2448.9310937206
DRG03,OUT017,2455.6915814891
FDG50,OUT027,2456.258934388
FDR16,OUT010,625.7247062536
FDZ60,OUT046,1677.0132376508
DRG03,OUT045,2478.4238348013
FDS56,OUT018,3773.1974946329
FDU33,OUT045,747.495430114
DRD27,OUT035,1618.2964576518
FDW22,OUT046,3715.4003247757
DRA24,OUT045,2641.2400365346
FDF38,OUT049,747.495430114
FDX48,OUT013,2448.9310937206
FDS58,OUT018,2352.0612647885
FDC32,OUT046,1527.4719012548
NCQ29,OUT045,3884.8800441814
DRK39,OUT018,1271.798370785
NCS38,OUT017,1876.7953873125
DRO47,OUT013,1816.6759196637
DRG27,OUT027,1118.1710701135
FDC57,OUT027,5176.1741184793
FDS55,OUT046,2478.4238348013
NCJ06,OUT018,1806.1810133915
FDO01,OUT019,331.5792949696
NCM55,OUT045,3126.1495756466
FDC52,OUT049,2484.9073656324
FDQ15,OUT045,1325.5126209372
NCT30,OUT027,1372.3056353791
NCR42,OUT027,1100.0000531052
FDD28,OUT035,961.9469543996
FDQ34,OUT049,1677.0132376508
FDZ12,OUT027,3271.4376950477
DRE13,OUT019,327.1750937458
NCN07,OUT019,388.0303952442
FDM28,OUT035,2909.6589680528
FDI10,OUT017,2845.7957703121
FDQ25,OUT013,2839.0352825435
FDA38,OUT010,737.6295895292
DRI13,OUT049,3486.6110911839
FDY20,OUT027,2456.258934388
NCZ53,OUT035,3126.1495756466
NCM31,OUT013,2448.9310937206
DRB01,OUT017,3126.1495756466
DRF37,OUT046,3972.2108681712
NCF42,OUT049,2871.4647311734
FDF16,OUT018,2276.5401758821
FDB41,OUT013,832.0661853521
FDR34,OUT013,3861.4305894666
FDR15,OUT018,2258.0108954129
NCV42,OUT019,384.4042213806
FDW51,OUT035,3466.5776539901
FDU36,OUT017,1528.5676751886
FDX60,OUT049,1325.5126209372
FDY03,OUT035,1888.9083767681
FDW55,OUT045,4021.6763952259
FDT01,OUT010,605.9152343817
FDG58,OUT013,2448.9310937206
FDK21,OUT017,4022.9361134482
NCS41,OUT019,555.4706179565
FDS10,OUT045,3095.7542214647
NCT53,OUT046,2655.3831582658
FDJ28,OUT018,2917.9804858218
FDX44,OUT045,1391.0571571336
FDT20,OUT018,602.6030101833
FDO44,OUT017,1654.2809843386
NCX17,OUT049,3812.9304638242
FDY01,OUT017,1876.7953873125
FDJ12,OUT027,5482.3878204004
DRK35,OUT018,602.6030101833
FDD47,OUT019,483.5401083754
NCM53,OUT035,1677.0132376508
FDO45,OUT013,1357.5955671589
NCM42,OUT010,426.0734453832
FDE04,OUT046,2879.2636138708
NCI30,OUT027,5791.8742395746
FDZ19,OUT013,2839.0352825435
FDW57,OUT013,2876.7494915238
FDA25,OUT013,1647.5204965701
FDT22,OUT046,961.9469543996
FDP51,OUT013,1870.034899544
FDD48,OUT027,2984.6982542414
FDY39,OUT035,3126.1495756466
FDO48,OUT010,638.1039775106
FDD23,OUT027,5131.8734565117
DRN35,OUT027,1100.0000531052
FDT01,OUT035,3466.5776539901
FDC20,OUT010,227.5762190379
DRJ35,OUT035,1013.5732633761
FDB32,OUT046,1527.4719012548
FDL24,OUT046,2864.9812003423
NCV42,OUT035,1846.1686607444
FDZ46,OUT046,1677.0132376508
FDC15,OUT013,2448.9310937206
FDD08,OUT019,117.0181009389
FDY50,OUT049,1391.0571571336
FDD36,OUT013,1870.034899544
FDG57,OUT027,1372.3056353791
FDL21,OUT018,620.7740271915
FDN16,OUT027,2620.2568767718
FDJ09,OUT027,1118.1710701135
FDS01,OUT010,530.2897367961
FDV33,OUT017,4021.6763952259
DRE12,OUT017,1876.7953873125
FDR07,OUT013,1465.3560871454
FDP48,OUT010,548.710130188
NCB55,OUT035,961.9469543996
FDQ08,OUT013,942.3172892433
FDR34,OUT035,3868.1910772352
FDO33,OUT046,1846.1686607444
FDP13,OUT045,729.3244131058
FDX12,OUT049,3869.4754718507
NCT06,OUT049,2732.565183955
FDR16,OUT019,632.4851940221
FDE36,OUT046,2655.3831582658
FDZ36,OUT049,3132.6331064778
FDV13,OUT045,1391.0571571336
NCZ17,OUT035,729.3244131058
FDU56,OUT045,3126.1495756466
FDM09,OUT035,2864.9812003423
FDV02,OUT017,2845.7957703121
FDS34,OUT018,1720.2178637982
FDA11,OUT049,1551.2999285008
FDP09,OUT017,3481.2849993579
FDB29,OUT027,2984.6982542414
FDT19,OUT017,2845.7957703121
DRH15,OUT017,762.0620296743
FDY38,OUT046,3978.2717179596
FDF14,OUT027,3737.4700618994
FDN48,OUT010,331.7168035416
FDQ12,OUT013,3861.4305894666
NCJ43,OUT045,2864.9812003423
FDE17,OUT019,423.9342861082
FDB05,OUT035,3972.2108681712
FDH10,OUT045,3039.3031211901
NCR06,OUT017,762.0620296743
FDU32,OUT018,1867.0425780173
FDD56,OUT049,2871.4647311734
FDO36,OUT018,2919.1379248269
FDH16,OUT010,325.14171332
FDX10,OUT018,621.1322906525
FDZ37,OUT017,1364.3560549275
FDU31,OUT010,607.524096346
DRC49,OUT049,2167.8326913387
FDL15,OUT045,2478.4238348013
FDN32,OUT019,555.4706179565
DRH59,OUT027,2040.8361778772
NCU29,OUT049,2484.9073656324
FDR37,OUT019,555.4706179565
FDS14,OUT018,2352.0612647885
FDU02,OUT027,5925.9424779788
FDJ08,OUT035,3126.1495756466
NCZ06,OUT045,3854.4846899995
FDO31,OUT049,1325.5126209372
FDH31,OUT018,1545.379704216
FDS58,OUT017,2587.8915626131
NCA53,OUT027,1372.3056353791
FDF50,OUT046,3126.1495756466
NCW42,OUT049,3691.4885014249
NCQ17,OUT045,2478.4238348013
FDK51,OUT018,3638.8395345677
NCW41,OUT010,464.0902910686
NCR29,OUT017,943.358568105
FDB08,OUT019,447.0892526834
FDA40,OUT027,2307.5667655187
FDL14,OUT018,2352.0612647885
FDB47,OUT046,3508.6991779029
FDO03,OUT035,3868.1910772352
DRK13,OUT019,629.3563665349
FDX13,OUT010,750.8448136137
FDF52,OUT046,3126.1495756466
FDT11,OUT013,3119.3890878781
FDB08,OUT013,2581.1310748446
FDQ28,OUT018,2258.0108954129
FDD29,OUT045,4036.6182394639
NCQ29,OUT027,5808.7196873938
NCO02,OUT013,1065.2139554103
FDR56,OUT010,548.710130188
NCM54,OUT049,2074.1119492409
FDP51,OUT035,1899.5276406247
FDT38,OUT013,1357.5955671589
FDZ20,OUT018,3662.0123932243
FDJ53,OUT013,1977.2741127032
FDX13,OUT049,4043.1017702951
FDP58,OUT035,3701.850418413
NCK31,OUT019,197.4020236802
FDA35,OUT018,1867.0425780173
FDV37,OUT018,2973.4092316844
NCO07,OUT027,5068.5258869853
FDA20,OUT045,3126.1495756466
FDZ59,OUT035,2726.0816531239
NCY17,OUT017,762.0620296743
FDQ28,OUT035,2478.4238348013
FDV35,OUT017,2455.6915814891
FDQ36,OUT013,737.1305248975
FDD34,OUT018,2396.8206071291
FDK51,OUT045,3950.8093836121
FDV31,OUT035,2864.9812003423
FDR04,OUT035,1551.2999285008
FDR14,OUT049,961.9469543996
DRC36,OUT010,514.032934209
FDE39,OUT019,401.9333249336
FDP57,OUT049,1677.0132376508
FDE57,OUT046,2161.3491605076
NCN18,OUT046,1796.4189833361
NCQ05,OUT018,2258.0108954129
FDW47,OUT035,2006.7668537839
FDV46,OUT035,2124.335151635
NCP29,OUT045,1013.5732633761
FDE09,OUT018,1627.7284703661
NCU06,OUT027,5923.2401518908
FDT19,OUT010,514.032934209
DRF15,OUT017,2455.6915814891
DRI51,OUT013,2746.3464140209
NCX54,OUT013,1647.5204965701
DRE01,OUT013,3815.4300175461
NCB07,OUT045,3095.7542214647
FDU50,OUT035,1899.5276406247
FDG40,OUT035,729.3244131058
FDW10,OUT018,2559.3616889186
FDX51,OUT013,3119.3890878781
NCP17,OUT045,1086.2157247938
FDP21,OUT035,3126.1495756466
FDL04,OUT045,1677.0132376508
FDV23,OUT013,2038.1356773291
FDF24,OUT046,1325.5126209372
FDH56,OUT027,2984.6982542414
FDB51,OUT049,1013.5732633761
FDI58,OUT027,2544.7298886568
FDR20,OUT013,832.0661853521
FDC51,OUT018,1867.0425780173
FDB16,OUT027,2307.5667655187
FDE40,OUT049,1013.5732633761
NCM17,OUT035,747.495430114
FDU56,OUT035,3126.1495756466
FDS32,OUT019,407.5521839146
FDX02,OUT049,3721.8838556068
FDT39,OUT027,3737.4700618994
FDE35,OUT017,943.358568105
NCI42,OUT019,640.9759174406
DRL23,OUT046,1677.0132376508
FDA10,OUT046,2067.6284184098
FDA11,OUT013,1521.8071874201
NCM06,OUT046,2478.4238348013
NCT05,OUT035,3962.8373218369
NCQ02,OUT010,570.4606738797
NCY06,OUT049,2130.8186824661
FDY56,OUT035,3715.4003247757
FDL02,OUT035,1677.0132376508
NCI06,OUT035,2902.6954093225
FDQ14,OUT045,2478.4238348013
FDQ12,OUT017,3868.1910772352
FDP36,OUT046,836.2855308965
FDK21,OUT027,6250.1508420561
FDO40,OUT045,2478.4238348013
NCK54,OUT019,426.9711999968
FDY09,OUT018,2614.6553501881
NCW30,OUT049,3913.907350998
NCC55,OUT027,1100.0000531052
FDE58,OUT018,1730.8371276547
FDR39,OUT013,3088.9937336962
FDU28,OUT049,3102.2377522958
FDH08,OUT017,3868.1910772352
FDG35,OUT045,2778.1347458857
FDG22,OUT049,729.3244131058
FDC34,OUT035,2557.1382209253
FDP15,OUT018,3605.8943236763
FDK34,OUT010,705.879073259
FDU45,OUT035,1899.5276406247
FDQ04,OUT027,1118.1710701135
FDX22,OUT018,3186.8367667665
FDB45,OUT017,1597.829884064
NCH43,OUT027,5453.8162028503
DRE60,OUT046,3701.850418413
FDD17,OUT027,5901.024860718
NCM54,OUT017,2056.9934691661
NCH55,OUT013,2050.2329813975
NCT06,OUT017,2632.6509049537
FDA48,OUT027,5635.7821933791
FDY58,OUT027,5939.4923843415
FDO25,OUT045,3495.1492715402
FDN50,OUT045,1551.2999285008
FDH35,OUT035,2655.6193697562
FDK09,OUT045,3790.2337995798
FDO16,OUT013,1357.5955671589
FDW11,OUT045,1090.5628294735
FDU47,OUT027,3227.913898148
NCQ42,OUT010,419.9340829954
FDK55,OUT027,2424.0610130979
FDN08,OUT049,1899.5276406247
FDT57,OUT045,3893.3872952015
FDJ12,OUT018,3186.8367667665
DRL59,OUT017,865.6912977815
NCN53,OUT046,729.3244131058
FDO51,OUT010,152.6207549787
FDK56,OUT017,3126.1495756466
FDY12,OUT035,863.1501555574
FDU15,OUT035,729.3244131058
FDQ19,OUT046,3893.3872952015
DRF15,OUT045,2478.4238348013
DRE25,OUT019,310.8160833104
FDK57,OUT018,1749.3664081239
FDD33,OUT010,619.5738889754
FDR34,OUT027,5939.4923843415
FDU04,OUT045,2067.6284184098
FDE35,OUT019,231.9346206475
NCD31,OUT035,2655.3831582658
FDJ56,OUT035,1618.2964576518
NCU53,OUT046,2655.3831582658
FDD39,OUT035,3480.1275603528
NCU17,OUT019,398.764539658
FDJ20,OUT046,2011.1773181351
NCW41,OUT018,2352.2974762789
FDL52,OUT035,729.3244131058
FDS39,OUT035,2161.3491605076
DRJ47,OUT045,2834.5858461603
FDP13,OUT010,152.6207549787
DRK39,OUT010,341.8731047743
FDF28,OUT010,419.9340829954
FDB09,OUT045,2079.7257224782
FDM51,OUT046,1618.2964576518
DRM49,OUT018,639.3033076607
DRF23,OUT013,2839.0352825435
DRH01,OUT035,2864.9812003423
FDH12,OUT027,2620.2568767718
FDA28,OUT019,381.8047658986
FDW37,OUT018,1319.3216037989
FDF02,OUT046,1677.0132376508
DRL37,OUT046,747.495430114
NCF43,OUT046,2161.3491605076
FDH08,OUT010,669.4897896534
FDR34,OUT019,704.2916543993
NCK19,OUT049,3132.6331064778
NCD55,OUT018,620.7740271915
FDT27,OUT049,3851.0361037155
FDQ57,OUT045,2478.4238348013
FDA47,OUT035,2655.3831582658
DRG15,OUT027,1806.0334150766
FDE05,OUT018,2258.0108954129
FDN46,OUT046,1677.0132376508
FDX27,OUT027,2544.7298886568
FDT51,OUT045,1796.4189833361
FDU33,OUT013,755.3015419058
FDJ16,OUT027,1676.1918284496
FDD20,OUT019,381.8047658986
FDT36,OUT049,729.3244131058
DRF15,OUT027,3737.4700618994
FDN52,OUT010,348.075813977
FDC22,OUT027,5206.5694726613
FDX15,OUT045,2610.6238159253
FDT13,OUT013,3119.3890878781
FDU04,OUT017,2044.8961650976
FDU31,OUT019,614.2845841146
FDW59,OUT027,2307.5667655187
NCO29,OUT046,2655.3831582658
FDL15,OUT035,2478.4238348013
FDI41,OUT049,2484.9073656324
FDQ48,OUT049,1551.2999285008
DRI39,OUT013,936.5980803364
FDI08,OUT013,3991.281041044
FDC21,OUT049,1677.0132376508
FDF58,OUT035,1013.5732633761
FDS08,OUT010,531.2705756154
FDE47,OUT045,2067.6284184098
NCP18,OUT019,423.9342861082
NCR41,OUT013,1521.8071874201
FDA27,OUT013,3991.281041044
FDA43,OUT035,3126.1495756466
