Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,545.6617
FDE24,OUT019,331.8459
FDK50,OUT049,2647.9094
FDG31,OUT045,1025.6881
FDC60,OUT045,1389.14
FDL36,OUT013,1372.9861
FDP21,OUT013,3112.139
FDW16,OUT045,1389.14
FDX02,OUT017,3733.8635
FDQ58,OUT027,3778.9343
FDT51,OUT046,1771.6562
FDD59,OUT049,1312.5848
NCM42,OUT018,1478.0403
FDA57,OUT018,548.9208
FDZ48,OUT035,1865.9194
FDE46,OUT045,2454.0918
NCZ30,OUT019,309.20224
FDB56,OUT017,3140.407
FDA25,OUT027,2629.8525
FDD20,OUT013,2018.1003
FDL25,OUT013,1474.9885
NCO18,OUT049,2869.1553
FDJ45,OUT017,700.8689
FDR12,OUT035,2869.4558
NCF19,OUT010,169.11029
FDK25,OUT046,2712.3154
NCR17,OUT046,1888.2489
FDC52,OUT046,2454.0918
NCA54,OUT017,2927.3281
FDR45,OUT010,641.85474
NCM19,OUT049,1901.0138
FDF39,OUT027,5955.056
FDX23,OUT049,1539.7234
FDD58,OUT027,2599.1917
FDX28,OUT013,1634.8701
NCD31,OUT013,2597.0732
FDU57,OUT018,2224.547
FDI27,OUT046,699.7455
NCM42,OUT046,1651.024
FDD32,OUT027,2169.4075
FDI34,OUT013,3803.302
NCM29,OUT049,2115.9363
FDG46,OUT018,1657.6052
DRC01,OUT010,169.11029
FDB15,OUT027,5948.325
NCA17,OUT027,3794.421
FDF10,OUT046,2454.0918
FDR26,OUT027,4723.274
FDI02,OUT049,1862.5887
NCM54,OUT010,360.7368
FDF14,OUT013,2426.5056
FDJ33,OUT010,342.4377
FDM20,OUT035,3912.5857
FDC03,OUT027,5224.241
NCX05,OUT046,1888.2489
NCM41,OUT027,2441.9866
NCU29,OUT010,402.37277
FDQ59,OUT017,1344.5684
FDH46,OUT010,362.08334
FDH09,OUT013,801.9701
NCD06,OUT045,795.0485
FDC15,OUT035,2477.6423
DRD37,OUT027,1084.1426
FDT28,OUT027,3757.8406
FDR28,OUT027,4058.414
FDT38,OUT017,1344.5684
FDV34,OUT027,1980.2554
FDY52,OUT035,990.62427
FDB34,OUT013,1332.8544
DRL23,OUT018,1478.0403
DRB24,OUT046,2454.0918
FDJ50,OUT046,872.3535
FDQ49,OUT035,2477.6423
FDP20,OUT035,2061.782
FDV19,OUT027,4024.7527
NCR54,OUT045,3118.4475
FDO09,OUT010,699.2521
FDS57,OUT018,1914.0773
FDN10,OUT049,1901.0138
FDV23,OUT049,2076.1628
FDY28,OUT049,3498.247
DRG51,OUT013,2597.0732
FDD45,OUT019,276.3252
NCL18,OUT027,5185.149
NCM29,OUT013,2075.5852
FDF17,OUT027,4949.156
FDE22,OUT017,2616.2422
FDQ22,OUT017,700.8689
FDS01,OUT013,2899.06
FDW35,OUT027,1080.1688
FDJ33,OUT046,2045.6865
NCF54,OUT035,2872.6658
FDE09,OUT013,1634.8701
NCE06,OUT045,2624.6594
DRH49,OUT049,1312.5848
FDY43,OUT045,2760.8357
NCT05,OUT017,4007.4277
FDZ34,OUT045,3118.4475
FDL38,OUT017,1344.5684
FDZ31,OUT017,3140.407
FDR14,OUT035,921.028
NCN54,OUT049,1312.5848
NCC42,OUT027,3248.8455
FDK08,OUT017,1590.8243
FDP59,OUT013,1518.6106
FDV22,OUT035,2620.5874
FDD33,OUT035,3846.809
DRE60,OUT027,6056.137
FDK52,OUT046,3752.7742
FDA02,OUT017,2445.6746
FDM56,OUT049,1663.789
FDE57,OUT035,2167.1726
FDM32,OUT045,1358.0298
NCQ30,OUT027,3190.228
FDQ27,OUT027,2542.7192
FDT60,OUT027,3216.7205
FDU43,OUT049,3841.7566
NCO55,OUT035,1667.1196
FDG02,OUT045,3048.604
FDJ28,OUT013,3112.139
FDP40,OUT045,1771.6562
FDJ38,OUT045,3118.4475
NCC54,OUT017,3831.8552
NCZ41,OUT046,2063.398
FDK38,OUT019,380.03384
FDU52,OUT013,2426.5056
FDC40,OUT046,1145.8108
NCR30,OUT017,1154.3606
NCN18,OUT017,1755.784
FDB50,OUT035,1311.2769
FDG04,OUT013,3129.8103
FDR26,OUT035,2786.641
NCT17,OUT018,2854.1023
FDX35,OUT027,5649.7715
FDS12,OUT046,2063.398
NCZ29,OUT027,3253.351
FDB38,OUT010,410.10617
FDP12,OUT013,689.1548
FDP22,OUT046,795.0485
FDS26,OUT018,3621.1223
FDR52,OUT046,3118.4475
DRJ13,OUT046,2624.6594
FDU48,OUT027,3248.8455
FDE29,OUT035,979.05615
NCT29,OUT049,2058.4514
DRK37,OUT018,2854.1023
FDK55,OUT046,1358.0298
FDR07,OUT046,1410.699
FDO21,OUT027,5380.5625
FDK46,OUT049,4094.948
FDB12,OUT045,1651.024
FDT31,OUT027,4999.967
FDJ33,OUT045,2045.6865
FDC26,OUT027,2795.844
NCQ02,OUT045,3048.604
FDP08,OUT010,497.88812
FDB11,OUT027,5914.273
FDV55,OUT013,2426.5056
FDW20,OUT049,1942.1919
NCJ18,OUT019,314.39212
FDC41,OUT018,1070.6425
FDE14,OUT027,2629.8525
FDG35,OUT013,2679.9465
FDF45,OUT035,921.028
FDS19,OUT027,2169.4075
FDS58,OUT019,394.09814
FDA26,OUT017,3717.9517
FDM32,OUT049,1370.7947
FDL45,OUT046,2063.398
FDZ55,OUT049,2620.2869
FDY37,OUT049,2156.387
FDO46,OUT046,3118.4475
FDQ60,OUT046,1909.5132
FDA19,OUT018,1831.8838
FDL15,OUT046,2454.0918
FDM10,OUT018,3088.0503
NCL05,OUT017,722.76404
DRK49,OUT010,108.5958
NCE18,OUT027,5876.6064
FDG40,OUT049,690.61523
DRI59,OUT045,3689.362
FDK28,OUT035,4116.1997
NCD06,OUT019,146.7714
FDO11,OUT019,786.1691
FDK27,OUT046,1909.5132
FDT43,OUT027,1316.242
FDD38,OUT018,1478.0403
FDA16,OUT049,3498.247
FDL14,OUT027,3778.9343
NCM17,OUT049,712.5104
FDD20,OUT045,2045.6865
FDA40,OUT045,1358.0298
FDL43,OUT045,1299.82
FDV15,OUT045,1651.024
FDE52,OUT046,1389.14
NCL17,OUT010,354.18475
NCJ31,OUT045,3759.6433
FDR60,OUT045,1299.82
NCA18,OUT035,1904.3445
FDS21,OUT027,1755.6638
FDW09,OUT035,1311.2769
FDL26,OUT035,2477.6423
FDS47,OUT018,1265.5062
FDC39,OUT046,3474.997
FDT51,OUT035,1787.7518
FDK40,OUT035,4117.287
NCG19,OUT045,3759.6433
FDZ07,OUT046,979.1673
FDF08,OUT027,2353.9512
FDO04,OUT013,906.40674
FDK41,OUT018,1260.8502
FDP15,OUT049,4011.443
NCD43,OUT018,1478.0403
NCP18,OUT013,2426.5056
FDZ51,OUT046,1491.1425
DRH13,OUT035,1667.1196
FDF38,OUT045,699.7455
NCI43,OUT045,795.0485
FDM38,OUT027,1619.7003
FDS03,OUT013,1057.1176
DRJ47,OUT017,2846.2952
FDT50,OUT010,334.48004
FDV02,OUT046,2845.9053
NCG18,OUT017,1646.5841
FDW52,OUT046,2624.6594
FDS40,OUT035,689.3073
FDN31,OUT017,3140.407
FDA37,OUT045,2045.6865
FDA15,OUT046,4086.695
FDL39,OUT046,2905.3687
FDJ53,OUT045,2045.6865
FDX22,OUT013,3468.6885
NCZ42,OUT045,3813.238
FDD56,OUT027,4611.5874
FDD40,OUT017,3132.2349
FDS50,OUT013,3693.7437
NCN14,OUT013,3073.0464
FDT15,OUT013,3112.139
NCS18,OUT027,2629.8525
NCO26,OUT010,364.18106
FDF58,OUT018,866.881
NCB19,OUT013,1332.8544
FDH26,OUT017,2135.205
DRB24,OUT027,3778.9343
FDA49,OUT018,1219.1079
FDB32,OUT045,1526.9585
FDI36,OUT017,3140.407
NCA17,OUT010,402.37277
FDH22,OUT013,2018.1003
NCM26,OUT018,2182.8044
FDT15,OUT027,5108.9023
FDB16,OUT018,1219.1079
NCP54,OUT027,3216.7205
FDJ36,OUT013,1634.8701
FDO28,OUT045,1909.5132
FDU09,OUT013,906.40674
FDF29,OUT017,2047.5256
FDY08,OUT013,2075.5852
DRJ59,OUT018,530.99945
FDT23,OUT027,2169.4075
FDU15,OUT018,527.02563
FDT47,OUT013,1510.8046
FDI53,OUT019,422.73602
FDR59,OUT018,3629.3528
FDD53,OUT035,711.20245
FDY51,OUT017,3508.8083
FDT04,OUT049,690.61523
FDU51,OUT049,2830.9597
FDG14,OUT035,2477.6423
NCU06,OUT045,3780.4846
DRG25,OUT046,3118.4475
DRH49,OUT035,1369.4867
FDN15,OUT035,2126.722
FDL43,OUT018,1028.9001
NCT18,OUT049,3141.6975
NCB31,OUT013,3859.7727
FDK57,OUT035,1904.3445
FDY04,OUT019,422.73602
NCP54,OUT046,2045.6865
FDF41,OUT013,3816.1394
FDM01,OUT045,1651.024
FDW03,OUT045,1651.024
FDF28,OUT045,2045.6865
FDY37,OUT017,2135.205
FDQ03,OUT017,3862.9214
FDP51,OUT027,3025.813
FDJ40,OUT017,1755.784
FDC32,OUT049,1503.9073
DRI49,OUT027,2217.5105
NCW54,OUT017,918.12085
FDF09,OUT017,700.8689
FDP45,OUT018,3629.3528
DRJ23,OUT018,2857.3123
FDS59,OUT017,1755.784
FDY08,OUT046,2103.1714
FDX16,OUT049,2466.8567
FDY16,OUT018,2899.055
FDK32,OUT035,2477.6423
FDQ22,OUT013,711.0499
NCC31,OUT018,2164.8467
FDG58,OUT049,2466.8567
DRF48,OUT013,3112.139
DRH36,OUT049,1110.0426
NCR30,OUT035,1157.2677
FDB03,OUT019,566.31445
FDZ28,OUT027,3253.351
FDR35,OUT017,3140.407
DRD15,OUT027,6075.822
FDJ33,OUT019,320.0988
FDA56,OUT010,331.54117
FDP56,OUT046,795.0485
NCT30,OUT046,795.0485
FDK15,OUT017,1561.9471
FDH44,OUT018,2182.8044
FDV01,OUT013,2426.5056
DRG03,OUT017,2445.6746
FDG50,OUT027,2441.9866
FDR16,OUT010,588.56024
FDZ60,OUT046,1651.024
DRG03,OUT045,2454.0918
FDS56,OUT018,3815.2607
FDU33,OUT045,699.7455
DRD27,OUT035,1611.3599
FDW22,OUT046,3689.362
DRA24,OUT045,2596.949
FDF38,OUT049,712.5104
FDX48,OUT013,2426.5056
FDS58,OUT018,2325.7495
FDC32,OUT046,1491.1425
NCQ29,OUT045,3842.3691
DRK39,OUT018,1219.1079
NCS38,OUT017,1872.3767
DRO47,OUT013,1822.2377
DRG27,OUT027,1084.1426
FDC57,OUT027,5185.149
FDS55,OUT046,2454.0918
NCJ06,OUT018,1726.418
FDO01,OUT019,201.95827
NCM55,OUT045,3118.4475
FDC52,OUT049,2466.8567
FDQ15,OUT045,1299.82
NCT30,OUT027,1316.242
NCR42,OUT027,1058.2736
FDD28,OUT035,921.028
FDQ34,OUT049,1663.789
FDZ12,OUT027,3332.561
DRE13,OUT019,277.40753
NCN07,OUT019,318.21747
FDM28,OUT035,2938.0183
FDI10,OUT017,2843.0852
FDQ25,OUT013,2823.9163
FDA38,OUT010,655.6407
DRI13,OUT049,3498.247
FDY20,OUT027,2441.9866
NCZ53,OUT035,3151.0972
NCM31,OUT013,2426.5056
DRB01,OUT017,3140.407
DRF37,OUT046,3988.193
NCF42,OUT049,2869.1553
FDF16,OUT018,2224.547
FDB41,OUT013,801.9701
FDR34,OUT013,3852.9663
FDR15,OUT018,2182.8044
NCV42,OUT019,354.7009
FDW51,OUT035,3519.4985
FDU36,OUT017,1522.5186
FDX60,OUT049,1312.5848
FDY03,OUT035,1883.3711
FDW55,OUT045,4041.3762
FDT01,OUT010,605.7155
FDG58,OUT013,2426.5056
FDK21,OUT017,4148.8677
NCS41,OUT019,526.7629
FDS10,OUT045,3079.355
NCT53,OUT046,2624.6594
FDJ28,OUT018,2854.1023
FDX44,OUT045,1358.0298
FDT20,OUT018,519.9521
FDO44,OUT017,1646.5841
NCX17,OUT049,3656.149
FDY01,OUT017,1872.3767
FDJ12,OUT027,5518.968
DRK35,OUT018,530.99945
FDD47,OUT019,412.7711
NCM53,OUT035,1667.1196
FDO45,OUT013,1332.8544
NCM42,OUT010,375.1379
FDE04,OUT046,2866.2761
NCI30,OUT027,5837.514
FDZ19,OUT013,2823.9163
FDW57,OUT013,2865.533
FDA25,OUT013,1634.8701
FDT22,OUT046,909.57104
FDP51,OUT013,1860.6627
FDD48,OUT027,2964.1086
FDY39,OUT035,3151.0972
FDO48,OUT010,613.9343
FDD23,OUT027,5108.9023
DRN35,OUT027,1062.2473
FDT01,OUT035,3519.4985
FDC20,OUT010,190.30374
DRJ35,OUT035,990.62427
FDB32,OUT046,1491.1425
FDL24,OUT046,2845.9053
NCV42,OUT035,1865.9194
FDZ46,OUT046,1651.024
FDC15,OUT013,2426.5056
FDD08,OUT019,60.387985
FDY50,OUT049,1370.7947
FDD36,OUT013,1860.6627
FDG57,OUT027,1316.242
FDL21,OUT018,548.9208
FDN16,OUT027,2629.8525
FDJ09,OUT027,1080.1688
FDS01,OUT010,489.3832
FDV33,OUT017,4085.8777
DRE12,OUT017,1872.3767
FDR07,OUT013,1394.545
FDP48,OUT010,524.73285
NCB55,OUT035,921.028
FDQ08,OUT013,906.40674
FDR34,OUT035,3886.0325
FDO33,OUT046,1849.8239
FDP13,OUT045,670.7768
FDX12,OUT049,3841.7566
NCT06,OUT049,2735.5654
FDR16,OUT019,590.5903
FDE36,OUT046,2624.6594
FDZ36,OUT049,3141.6975
FDV13,OUT045,1358.0298
NCZ17,OUT035,689.3073
FDU56,OUT045,3118.4475
FDM09,OUT035,2869.4558
FDV02,OUT017,2843.0852
FDS34,OUT018,1657.6052
FDA11,OUT049,1539.7234
FDP09,OUT017,3500.6362
FDB29,OUT027,2964.1086
FDT19,OUT017,2843.0852
DRH15,OUT017,726.73785
FDY38,OUT046,3802.3076
FDF14,OUT027,3757.8406
FDN48,OUT010,298.66412
FDQ12,OUT013,3852.9663
NCJ43,OUT045,2845.9053
FDE17,OUT019,380.03384
FDB05,OUT035,4032.6946
FDH10,OUT045,2963.0957
NCR06,OUT017,722.76404
FDU32,OUT018,1783.9502
FDD56,OUT049,2869.1553
FDO36,OUT018,2857.3123
FDH16,OUT010,288.31964
FDX10,OUT018,568.7683
FDZ37,OUT017,1344.5684
FDU31,OUT010,574.77435
DRC49,OUT049,2156.387
FDL15,OUT045,2454.0918
FDN32,OUT019,526.7629
DRH59,OUT027,1980.2554
NCU29,OUT049,2466.8567
FDR37,OUT019,526.7629
FDS14,OUT018,2325.7495
FDU02,OUT027,6056.137
FDJ08,OUT035,3151.0972
NCZ06,OUT045,3803.2766
FDO31,OUT049,1312.5848
FDH31,OUT018,1478.0403
FDS58,OUT017,2588.6196
NCA53,OUT027,1316.242
FDF50,OUT046,3118.4475
NCW42,OUT049,3663.0344
NCQ17,OUT045,2436.134
FDK51,OUT018,3748.222
NCW41,OUT010,379.94522
NCR29,OUT017,918.12085
FDB08,OUT019,373.06915
FDA40,OUT027,2300.6855
FDL14,OUT018,2325.7495
FDB47,OUT046,3474.997
FDO03,OUT035,3886.0325
DRK13,OUT019,583.76404
FDX13,OUT010,728.324
FDF52,OUT046,3118.4475
FDT11,OUT013,3112.139
FDB08,OUT013,2569.4507
FDQ28,OUT018,2182.8044
FDD29,OUT045,4086.695
NCQ29,OUT027,5839.5537
NCO02,OUT013,1057.1176
FDR56,OUT010,524.73285
NCM54,OUT049,2058.4514
FDP51,OUT035,1904.3445
FDT38,OUT013,1332.8544
FDZ20,OUT018,3659.6746
FDJ53,OUT013,1960.5681
FDX13,OUT049,4094.948
FDP58,OUT035,3698.2676
NCK31,OUT019,146.7714
FDA35,OUT018,1783.9502
FDV37,OUT018,2895.845
NCO07,OUT027,5142.465
FDA20,OUT045,3118.4475
FDZ59,OUT035,2735.866
NCY17,OUT017,722.76404
FDQ28,OUT035,2477.6423
FDV35,OUT017,2445.6746
FDQ36,OUT013,689.1548
FDD34,OUT018,2353.372
FDK51,OUT045,3978.8464
FDV31,OUT035,2869.4558
FDR04,OUT035,1543.0541
FDR14,OUT049,922.33594
DRC36,OUT010,455.43542
FDE39,OUT019,309.20224
FDP57,OUT049,1663.789
FDE57,OUT046,2143.622
NCN18,OUT046,1771.6562
NCQ05,OUT018,2182.8044
FDW47,OUT035,2004.2499
FDV46,OUT035,2126.722
NCP29,OUT045,979.1673
FDE09,OUT018,1561.986
NCU06,OUT027,6064.44
FDT19,OUT010,455.43542
DRF15,OUT017,2445.6746
DRI51,OUT013,2738.8467
NCX54,OUT013,1634.8701
DRE01,OUT013,3816.1394
NCB07,OUT045,3079.355
FDU50,OUT035,1904.3445
FDG40,OUT035,689.3073
FDW10,OUT018,2455.3694
FDX51,OUT013,3112.139
NCP17,OUT045,1025.6881
FDP21,OUT035,3151.0972
FDL04,OUT045,1651.024
FDV23,OUT013,2018.1003
FDF24,OUT046,1299.82
FDH56,OUT027,2964.1086
FDB51,OUT049,991.9322
FDI58,OUT027,2533.6448
FDR20,OUT013,801.9701
FDC51,OUT018,1783.9502
FDB16,OUT027,2300.6855
FDE40,OUT049,980.3641
NCM17,OUT035,711.20245
FDU56,OUT035,3151.0972
FDS32,OUT019,358.9475
FDX02,OUT049,3712.612
FDT39,OUT027,3778.9343
FDE35,OUT017,918.12085
NCI42,OUT019,549.9597
DRL23,OUT046,1651.024
FDA10,OUT046,2045.6865
FDA11,OUT013,1510.8046
NCM06,OUT046,2454.0918
NCT05,OUT035,4007.4277
NCQ02,OUT010,557.0092
NCY06,OUT049,2115.9363
FDY56,OUT035,3733.8635
FDL02,OUT035,1667.1196
NCI06,OUT035,2920.1716
FDQ14,OUT045,2454.0918
FDQ12,OUT017,3886.0325
FDP36,OUT046,795.0485
FDK21,OUT027,5862.1064
FDO40,OUT045,2454.0918
NCK54,OUT019,341.8422
FDY09,OUT018,2568.4187
NCW30,OUT049,3931.3298
NCC55,OUT027,1058.2736
FDE58,OUT018,1678.5786
FDR39,OUT013,3073.0464
FDU28,OUT049,3092.1199
FDH08,OUT017,3886.0325
FDG35,OUT045,2701.9355
FDG22,OUT049,690.61523
FDC34,OUT035,2564.0637
FDP15,OUT018,3617.9124
FDK34,OUT010,641.85474
FDU45,OUT035,1904.3445
FDQ04,OUT027,1080.1688
FDX22,OUT018,3084.8403
FDB45,OUT017,1530.3246
NCH43,OUT027,5518.968
DRE60,OUT046,3653.766
FDD17,OUT027,5999.5674
NCM54,OUT017,2047.5256
NCH55,OUT013,2035.8116
NCT06,OUT017,2616.2422
FDA48,OUT027,5737.381
FDY58,OUT027,6075.822
FDO25,OUT045,3474.997
FDN50,OUT045,1526.9585
FDH35,OUT035,2651.42
FDK09,OUT045,3772.1826
FDO16,OUT013,1322.7479
FDW11,OUT045,1060.2819
FDU47,OUT027,3248.8455
NCQ42,OUT010,360.7368
FDK55,OUT027,2441.9866
FDN08,OUT049,1901.0138
FDT57,OUT045,3883.0813
FDJ12,OUT018,3084.8403
DRL59,OUT017,837.4216
NCN53,OUT046,677.85034
FDO51,OUT010,104.622
FDK56,OUT017,3140.407
FDY12,OUT035,830.24286
FDU15,OUT035,689.3073
FDQ19,OUT046,3883.0813
DRF15,OUT045,2454.0918
DRE25,OUT019,276.3252
FDK57,OUT018,1720.3209
FDD33,OUT010,585.1284
FDR34,OUT027,6075.822
FDU04,OUT045,2045.6865
FDE35,OUT019,148.12125
NCD31,OUT035,2648.21
FDJ56,OUT035,1582.4827
NCU53,OUT046,2624.6594
FDD39,OUT035,3519.4985
NCU17,OUT019,339.74448
FDJ20,OUT046,1929.427
NCW41,OUT018,2328.9595
FDL52,OUT035,689.3073
FDS39,OUT035,2167.1726
DRJ47,OUT045,2818.1948
FDP13,OUT010,104.622
DRK39,OUT010,293.1654
FDF28,OUT010,360.7368
FDB09,OUT045,2063.398
FDM51,OUT046,1622.4614
DRM49,OUT018,594.63727
DRF23,OUT013,2823.9163
DRH01,OUT035,2869.4558
FDH12,OUT027,2629.8525
FDA28,OUT019,320.0988
FDW37,OUT018,1265.5062
FDF02,OUT046,1651.024
DRL37,OUT046,703.7193
NCF43,OUT046,2143.622
FDH08,OUT010,620.837
FDR34,OUT019,660.4452
NCK19,OUT049,3141.6975
NCD55,OUT018,548.9208
FDT27,OUT049,3864.781
FDQ57,OUT045,2454.0918
FDA47,OUT035,2648.21
DRG15,OUT027,1756.145
FDE05,OUT018,2182.8044
FDN46,OUT046,1651.024
FDX27,OUT027,2570.225
FDT51,OUT045,1771.6562
FDU33,OUT013,711.0499
FDJ16,OUT027,1678.3806
FDD20,OUT019,320.0988
FDT36,OUT049,690.61523
DRF15,OUT027,3757.8406
FDN52,OUT010,299.7464
FDC22,OUT027,5224.241
FDX15,OUT045,2597.0369
FDT13,OUT013,3112.139
FDU04,OUT017,2029.8143
FDU31,OUT019,576.8044
FDW59,OUT027,2300.6855
NCO29,OUT046,2624.6594
FDL15,OUT035,2477.6423
FDI41,OUT049,2466.8567
FDQ48,OUT049,1539.7234
DRI39,OUT013,906.40674
FDI08,OUT013,4019.6873
FDC21,OUT049,1663.789
FDF58,OUT035,990.62427
FDS08,OUT010,484.4053
FDE47,OUT045,2045.6865
NCP18,OUT019,380.03384
NCR41,OUT013,1510.8046
FDA27,OUT013,4019.6873
FDA43,OUT035,3151.0972
FDA49,OUT045,1358.0298
NCE55,OUT018,2667.3625
DRM49,OUT027,1175.9524
FDF22,OUT027,5518.968
FDQ15,OUT018,1202.6404
NCS54,OUT017,2843.0852
NCY05,OUT013,689.1548
FDR45,OUT046,3868.0842
FDK57,OUT049,2058.4514
FDF41,OUT010,724.9116
FDV21,OUT046,2063.398
FDD51,OUT046,699.7455
FDF33,OUT046,1651.024
FDA38,OUT046,3868.0842
FDR56,OUT045,3118.4475
NCN41,OUT017,2029.8143
FDC60,OUT027,2295.271
FDB47,OUT045,3474.997
DRH01,OUT013,2823.9163
FDW08,OUT046,1651.024
FDF38,OUT027,1080.1688
FDY32,OUT017,2616.2422
FDG34,OUT049,1663.789
FDG47,OUT019,729.5738
NCF18,OUT035,3142.925
FDL39,OUT019,506.8935
NCH55,OUT035,2079.4937
DRJ35,OUT049,980.3641
FDS44,OUT035,3843.2373
DRE01,OUT018,3527.9016
FDY39,OUT013,3112.139
FDY32,OUT018,2417.712
FDR33,OUT027,2927.1907
NCP50,OUT049,1312.5848
FDZ47,OUT018,1287.0652
FDU57,OUT049,2466.8567
FDY44,OUT013,3112.139
DRH59,OUT018,1028.9001
FDB03,OUT027,5968.501
FDY46,OUT045,3079.355
FDM39,OUT045,2887.522
FDY36,OUT035,1157.2677
NCM55,OUT035,3151.0972
FDJ50,OUT010,174.1638
DRL60,OUT013,2426.5056
NCJ54,OUT049,3864.781
FDX59,OUT017,700.8689
FDI07,OUT013,3112.139
DRF51,OUT010,108.5958
FDM14,OUT017,1646.5841
FDP21,OUT045,3118.4475
FDE40,OUT035,1037.145
FDE05,OUT035,2477.6423
FDM13,OUT027,3248.8455
FDC34,OUT027,3875.3418
NCI55,OUT018,1783.9502
NCE43,OUT018,2476.5715
FDW58,OUT018,1361.7808
FDG60,OUT045,3828.9917
FDV31,OUT017,2843.0852
FDR47,OUT013,3100.7568
FDM60,OUT019,82.283104
NCF06,OUT018,3550.9028
NCN26,OUT027,2964.1086
FDQ59,OUT049,1370.7947
FDF09,OUT046,677.85034
NCS06,OUT017,4008.5151
FDT44,OUT046,1888.2489
FDI19,OUT017,3912.5857
FDT22,OUT017,918.12085
NCF54,OUT027,4583.877
DRG25,OUT045,3118.4475
FDB59,OUT017,3132.2349
FDQ37,OUT017,3015.9756
FDP56,OUT035,806.5055
FDW44,OUT035,2869.4558
FDJ26,OUT010,574.77435
FDU43,OUT018,3443.0999
FDW33,OUT045,1651.024
NCX53,OUT027,3332.561
FDN56,OUT010,402.37277
DRF15,OUT049,2466.8567
FDO33,OUT017,1872.3767
FDZ39,OUT010,362.08334
NCJ19,OUT017,918.12085
FDU01,OUT035,3073.0815
FDT12,OUT035,3733.8635
NCM18,OUT018,908.62366
FDP19,OUT017,2047.5256
NCR42,OUT049,690.61523
FDN10,OUT046,1888.2489
FDG44,OUT017,918.12085
FDQ10,OUT046,2845.9053
DRH13,OUT049,1663.789
FDT52,OUT013,3885.4878
FDM56,OUT045,1771.6562
NCO43,OUT010,362.08334
NCV29,OUT035,2911.0725
NCF06,OUT013,3980.3298
FDO50,OUT035,1405.2356
FDT59,OUT013,3852.9663
FDX40,OUT027,1058.2736
FDE50,OUT017,3132.2349
FDX51,OUT017,3140.407
NCD30,OUT018,1361.5824
FDK15,OUT013,1634.8701
FDL12,OUT045,979.1673
FDK46,OUT017,4116.1997
DRH49,OUT010,294.5475
FDQ57,OUT046,2454.0918
FDY59,OUT017,1486.7025
FDO09,OUT018,3643.5586
NCG30,OUT035,2079.4937
FDM09,OUT017,2709.4954
NCN17,OUT027,2629.8525
NCS42,OUT013,1372.9861
FDD02,OUT019,341.8422
FDE34,OUT013,3112.139
FDU38,OUT045,3118.4475
FDB33,OUT046,2597.0369
NCJ29,OUT017,1344.5684
FDZ27,OUT035,806.5055
FDI40,OUT013,1579.1104
FDG22,OUT013,689.1548
FDT51,OUT017,1755.784
FDF20,OUT018,2854.1023
FDV50,OUT035,2061.782
FDT02,OUT049,690.61523
DRC49,OUT017,2445.6746
FDF26,OUT049,2466.8567
FDV52,OUT035,1788.085
FDX59,OUT049,690.61523
FDV25,OUT035,3733.8635
FDW23,OUT027,992.5198
FDE53,OUT018,1478.0403
FDA19,OUT017,2094.7542
FDH22,OUT046,2063.398
NCO41,OUT013,1510.8046
FDX12,OUT017,3904.4136
FDF17,OUT013,3112.139
FDS11,OUT045,3689.362
FDR51,OUT035,2477.6423
FDT49,OUT010,367.27322
FDC56,OUT013,1960.5681
FDR13,OUT027,2964.1086
FDQ60,OUT035,2004.2499
FDN38,OUT049,3944.069
NCL29,OUT013,2569.4507
FDO13,OUT027,4058.414
FDE26,OUT018,2224.547
FDA31,OUT010,455.43542
FDX14,OUT035,1157.2677
FDA34,OUT045,2845.9053
FDF26,OUT013,2426.5056
FDE38,OUT045,2712.3154
DRI11,OUT046,1888.2489
FDQ60,OUT027,2964.1086
FDL21,OUT027,1080.1688
DRC12,OUT027,5212.8594
FDC47,OUT046,3772.1826
FDE57,OUT045,2103.1714
FDT14,OUT045,1988.1543
NCZ53,OUT046,3118.4475
FDE28,OUT018,3495.3801
FDR19,OUT035,2477.6423
NCF54,OUT019,424.6547
FDZ08,OUT046,1299.82
NCJ05,OUT018,2182.8044
FDF59,OUT046,2063.398
NCO05,OUT035,1667.1196
FDW24,OUT018,676.4925
NCX42,OUT018,2434.8289
NCA53,OUT035,806.5055
FDI45,OUT019,440.11755
FDG46,OUT046,1867.2755
FDM20,OUT010,641.85474
FDW11,OUT010,170.46014
FDX08,OUT035,2938.0183
NCK17,OUT035,711.20245
FDK32,OUT018,2182.8044
NCA42,OUT035,2620.5874
DRI01,OUT035,2869.4558
NCL55,OUT049,3986.1763
DRE25,OUT018,1361.5824
FDD14,OUT017,3015.9756
FDB10,OUT046,3868.0842
DRN11,OUT035,2477.6423
FDP38,OUT018,676.4925
NCA30,OUT017,3132.2349
FDT15,OUT017,3140.407
NCP55,OUT018,797.2847
FDF12,OUT035,2477.6423
FDM21,OUT018,3662.8845
FDX56,OUT035,3519.4985
FDF10,OUT017,2445.6746
FDT32,OUT045,3079.355
FDM51,OUT018,1478.0403
NCR50,OUT018,2182.8044
FDI19,OUT049,3891.3342
FDX21,OUT017,1646.5841
FDR31,OUT035,2477.6423
FDY02,OUT013,3975.275
NCA29,OUT045,2845.9053
NCX17,OUT046,3616.8308
FDM12,OUT045,3118.4475
FDI53,OUT027,4024.7527
NCU30,OUT049,2647.9094
FDC56,OUT027,3190.228
FDK27,OUT018,1783.9502
